,Province,Year,Population,GDI,GEM,FemaleLE,MaleLE,FemaleASY,MaleASY,FemaleESY,MaleESY,FemaleEPC,MaleEPC,FemaleHDI,MaleHDI,FemaleSI,MaleSI,FemaleIP,MaleIP,FemaleMS,MaleMS,FemalePS,MalePS
123,Jawa Tengah,2013,33264300.000000004,91.5,71.22,75.28,71.37,6.23,7.4,11.87,11.91,8787870.0,13285550.0,66.1,72.25,0.3299,0.6700999999999999,0.21,0.79,,,0.457,0.5429999999999999
124,Jawa Tengah,2014,33522699.999999996,91.89,74.46,75.87,71.97,6.4,7.47,12.14,12.2,8944660.0,13344820.0,67.08,73.0,0.3346,0.6654,0.24,0.76,,,0.4567,0.5433
125,Jawa Tengah,2015,33774100.0,92.21,74.8,75.95,72.05,6.5,7.59,12.47,12.29,9000700.0,13469180.0,67.67,73.39,0.3406,0.6594,0.24239999999999998,0.7576,0.2534,0.7465999999999999,0.4772,0.5227999999999999
126,Jawa Tengah,2016,34019100.0,92.22,74.89,75.99,72.1,6.65,7.68,12.57,12.34,9107000.0,13871000.0,68.12,73.87,0.34090000000000004,0.6591,0.24,0.76,0.23989999999999997,0.7601,0.493,0.507
127,Jawa Tengah,2017,34257900.0,91.94,75.1,76.02,72.16,6.78,7.79,12.63,12.52,9207000.0,14214000.0,68.48,74.48,0.34130000000000005,0.6587,0.24,0.76,0.2516,0.7484,0.4697,0.5303
128,Jawa Tengah,2018,34490800.0,91.95,74.03,76.1,72.28,6.87,7.86,12.64,12.62,9603000.0,14822000.0,69.08,75.13,0.3428,0.6572,0.22,0.78,0.31670000000000004,0.6833,0.4757,0.5243
129,Jawa Tengah,2019,34718200.0,91.89,72.18,76.16,72.33,7.03,8.06,12.66,12.69,9895000.0,15279000.0,69.64,75.79,0.3431,0.6569,0.1917,0.8083,0.331,0.669,0.4936,0.5064
130,Jawa Tengah,2020,36516040.0,92.18,71.73,76.3,72.51,7.24,8.16,12.79,12.7,9724000.0,15031000.0,69.94,75.87,0.3429,0.6571,0.188,0.812,0.3343,0.6657,0.502,0.498
131,Jawa Tengah,2021,36742500.0,92.48,71.64,76.42,72.61,7.34,8.17,12.93,12.71,9805000.0,15253000.0,70.36,76.08,0.34600000000000003,0.6539999999999999,0.1833,0.8167,0.3091,0.6909000000000001,0.5067,0.49329999999999996
132,Jawa Timur,2010,37476800.0,88.8,67.91,71.89,68.0,6.06,7.45,11.39,11.61,7325760.0,12492920.0,62.04,69.87,0.3258,0.6742,0.18,0.8200000000000001,,,0.45640000000000003,0.5436
133,Jawa Timur,2011,37840700.0,89.28,68.62,72.01,68.13,6.13,7.49,11.51,11.72,7741100.0,12930440.0,62.89,70.44,0.32630000000000003,0.6737,0.18,0.8200000000000001,,,0.4827,0.5173
134,Jawa Timur,2012,38106600.0,89.36,69.29,72.13,68.25,6.2,7.54,11.73,11.76,8180000.0,14164770.0,63.83,71.43,0.33520000000000005,0.6648,0.18,0.8200000000000001,,,0.4681,0.5319
135,Jawa Timur,2013,38363200.0,90.22,70.77,72.33,68.45,6.31,7.54,12.09,12.24,8678090.0,14246260.0,65.07,72.13,0.3417,0.6583,0.19,0.81,,,0.4678,0.5322
136,Jawa Timur,2014,38610200.0,90.83,68.17,72.44,68.56,6.45,7.69,12.31,12.6,9206520.0,14286600.0,66.14,72.81,0.3483,0.6517,0.15,0.85,,,0.4604,0.5396000000000001
137,Jawa Timur,2015,38847600.0,91.07,68.41,72.67,68.79,6.57,7.75,12.6,12.72,9264480.0,14579320.0,66.78,73.32,0.3517,0.6483,0.15,0.85,0.2077,0.7923,0.4644,0.5356000000000001
138,Jawa Timur,2016,39075300.0,90.72,69.06,72.68,68.8,6.69,7.81,12.78,13.2,9459000.0,15063000.0,67.34,74.23,0.3552,0.6448,0.15,0.85,0.2661,0.7339,0.4814,0.5186
139,Jawa Timur,2017,39293000.0,90.76,69.37,72.7,68.82,6.78,7.93,13.03,13.21,9580000.0,15671000.0,67.86,74.77,0.3563,0.6436999999999999,0.15,0.85,0.3225,0.6775,0.4736,0.5264
140,Jawa Timur,2018,39500900.0,90.77,69.71,72.87,68.99,6.85,7.96,13.07,13.22,9820000.0,16321000.0,68.32,75.27,0.3564,0.6436,0.15,0.85,0.2813,0.7187,0.4768,0.5232
141,Jawa Timur,2019,39698900.0,90.91,73.04,73.15,69.3,7.04,8.18,13.15,13.23,10137000.0,16837000.0,69.09,76.0,0.3568,0.6432,0.1833,0.8167,0.3592,0.6408,0.489,0.511
142,Jawa Timur,2020,40665700.0,91.07,73.03,73.27,69.42,7.3,8.3,13.19,13.24,9976000.0,16707000.0,69.36,76.16,0.35810000000000003,0.6418999999999999,0.1833,0.8167,0.39990000000000003,0.6001,0.4965,0.5035000000000001
143,Jawa Timur,2021,40878790.0,91.67,72.36,73.35,69.51,7.45,8.33,13.47,13.25,10055000.0,16828000.0,69.96,76.32,0.35719999999999996,0.6428,0.175,0.825,0.3786,0.6214,0.5073,0.4927
144,Kalimantan Barat,2010,4396000.0,84.09,55.26,71.07,67.15,5.61,6.92,10.7,10.86,5118840.0,11477560.0,56.43,67.11,0.32909999999999995,0.6709,0.0545,0.9455,,,0.4128,0.5871999999999999
145,Kalimantan Barat,2011,4488900.0,84.1,56.39,71.28,67.35,5.66,6.96,10.71,11.01,5197310.0,11568730.0,56.77,67.51,0.3319,0.6681,0.0545,0.9455,,,0.43420000000000003,0.5658
146,Kalimantan Barat,2012,4565600.0,84.28,59.34,71.47,67.56,5.97,7.25,11.05,11.17,5276010.0,12035530.0,57.77,68.55,0.34020000000000006,0.6597999999999999,0.0727,0.9273,,,0.4537,0.5463
147,Kalimantan Barat,2013,4641400.0,84.39,58.78,71.66,67.76,6.01,7.3,11.61,11.6,5307620.0,12268300.0,58.55,69.38,0.34159999999999996,0.6584000000000001,0.0727,0.9273,,,0.406,0.594
148,Kalimantan Barat,2014,4716100.0,84.72,64.1,71.75,67.86,6.29,7.35,11.62,12.4,5652800.0,12340720.0,59.68,70.45,0.3477,0.6523,0.10769999999999999,0.8923,,,0.46619999999999995,0.5338
149,Kalimantan Barat,2015,4789600.0,85.61,64.44,71.87,67.97,6.43,7.42,12.11,12.41,5680090.0,12366370.0,60.46,70.63,0.34869999999999995,0.6513,0.10769999999999999,0.8923,0.2238,0.7762,0.4677,0.5323
150,Kalimantan Barat,2016,4861700.0,85.77,64.37,71.89,67.99,6.44,7.49,12.3,12.45,5726000.0,12474000.0,60.77,70.85,0.3492,0.6508,0.10769999999999999,0.8923,0.2566,0.7434000000000001,0.43770000000000003,0.5623
151,Kalimantan Barat,2017,4932500.0,86.28,64.46,71.9,68.0,6.49,7.59,12.68,12.46,5803000.0,12669000.0,61.38,71.14,0.34990000000000004,0.6500999999999999,0.10769999999999999,0.8923,0.1865,0.8135,0.43939999999999996,0.5606
152,Kalimantan Barat,2018,5001700.0,86.74,64.47,72.16,68.26,6.62,7.61,12.69,12.53,6118000.0,13240000.0,62.26,71.78,0.35,0.65,0.10769999999999999,0.8923,0.272,0.728,0.4269,0.5730999999999999
153,Kalimantan Barat,2019,5069100.0,86.81,68.07,72.55,68.67,6.79,7.81,12.72,12.56,6256000.0,13540000.0,62.92,72.48,0.3506,0.6494,0.13849999999999998,0.8615,0.2325,0.7675,0.44380000000000003,0.5562
154,Kalimantan Barat,2020,5414390.0,86.87,68.07,72.67,68.8,6.84,7.88,12.89,12.57,6134000.0,13314000.0,62.97,72.49,0.3521,0.6478999999999999,0.13849999999999998,0.8615,0.2437,0.7563,0.4485,0.5515
155,Kalimantan Barat,2021,5470800.0,86.95,71.14,72.74,68.87,6.93,7.94,12.94,12.62,6165000.0,13391000.0,63.22,72.71,0.3519,0.6481,0.16920000000000002,0.8308,0.2368,0.7632,0.4689,0.5311
156,Kalimantan Selatan,2010,3626600.0,88.0,62.53,68.63,64.76,6.72,7.8,10.97,10.74,7441120.0,15194580.0,61.21,69.56,0.3371,0.6629,0.1091,0.8909,,,0.45049999999999996,0.5495000000000001
157,Kalimantan Selatan,2011,3714300.0,88.09,66.61,68.86,64.99,6.84,7.91,11.3,11.09,7623000.0,15601250.0,62.06,70.45,0.3447,0.6553,0.14550000000000002,0.8545,,,0.45020000000000004,0.5498
158,Kalimantan Selatan,2012,3785000.0,88.33,68.4,69.09,65.23,6.95,8.02,11.63,11.44,7792970.0,15697380.0,62.87,71.17,0.3448,0.6552,0.1636,0.8364,,,0.4216,0.5784
159,Kalimantan Selatan,2013,3854500.0,88.33,65.6,69.33,65.46,7.09,8.09,11.79,11.55,7840280.0,16170610.0,63.39,71.76,0.3469,0.6531,0.1273,0.8727,,,0.4404,0.5596
160,Kalimantan Selatan,2014,3922800.0,88.46,68.22,69.45,65.57,7.1,8.1,12.12,11.81,7887640.0,16311160.0,63.87,72.2,0.349,0.651,0.14550000000000002,0.8545,,,0.4432,0.5568
161,Kalimantan Selatan,2015,3989800.0,88.55,70.05,69.78,65.9,7.23,8.29,12.29,12.15,8170240.0,16471470.000000002,64.7,73.07,0.3538,0.6462,0.1636,0.8364,0.2249,0.7751,0.45030000000000003,0.5497
162,Kalimantan Selatan,2016,4055500.0,88.86,67.4,69.84,65.92,7.4,8.38,12.41,12.16,8403000.0,17107000.0,65.36,73.55,0.3605,0.6395,0.127,0.873,0.2069,0.7931,0.5129,0.4871
163,Kalimantan Selatan,2017,4119800.0,88.6,67.56,69.95,65.98,7.52,8.45,12.42,12.53,8564000.0,17402000.0,65.76,74.22,0.3626,0.6374,0.1273,0.8727,0.2473,0.7527,0.4685,0.5315
164,Kalimantan Selatan,2018,4182700.0,88.61,71.31,70.19,66.16,7.53,8.46,12.43,12.69,8867000.0,17938000.0,66.25,74.77,0.3627,0.6373,0.1636,0.8364,0.2007,0.7993,0.4844,0.5156000000000001
165,Kalimantan Selatan,2019,4244100.0,88.61,74.6,70.45,66.55,7.7,8.68,12.51,12.7,8986000.0,18204000.0,66.8,75.39,0.36340000000000006,0.6365999999999999,0.2,0.8,0.2658,0.7342,0.4829,0.5171
166,Kalimantan Selatan,2020,4073580.0,88.86,74.48,70.62,66.76,7.88,8.7,12.67,12.71,8777000.0,17969000.0,67.02,75.42,0.3651,0.6349,0.2,0.8,0.2927,0.7073,0.5135000000000001,0.48649999999999993
167,Kalimantan Selatan,2021,4122580.0,88.86,74.58,70.79,66.97,7.91,8.77,12.81,12.78,8846000.0,18148000.0,67.35,75.79,0.368,0.632,0.2,0.8,0.2848,0.7152000000000001,0.517,0.483
168,Kalimantan Tengah,2010,2212100.0,88.02,68.62,70.98,67.16,7.1,7.97,11.13,11.04,6782450.0,13624700.0,61.91,70.33,0.3187,0.6813,0.1778,0.8222,,,0.43310000000000004,0.5669
169,Kalimantan Tengah,2011,2275100.0,88.11,69.48,71.06,67.25,7.12,8.03,11.15,11.13,6942410.0,13743540.0,62.24,70.64,0.3233,0.6767000000000001,0.1778,0.8222,,,0.4522,0.5478000000000001
170,Kalimantan Tengah,2012,2329800.0,88.13,70.35,71.16,67.35,7.24,8.11,11.23,11.21,7011460.0,13984350.0,62.62,71.05,0.3292,0.6708000000000001,0.1778,0.8222,,,0.4355,0.5645
171,Kalimantan Tengah,2013,2384700.0,88.47,68.61,71.23,67.41,7.36,8.19,11.74,11.6,7080640.0,14108450.0,63.43,71.7,0.33020000000000005,0.6698,0.15560000000000002,0.8444,,,0.4386,0.5614
172,Kalimantan Tengah,2014,2439900.0,89.33,77.9,71.34,67.52,7.4,8.21,12.38,11.73,7150500.0,14167650.0,64.29,71.96,0.33130000000000004,0.6687,0.2667,0.7333000000000001,,,0.47590000000000005,0.5241
173,Kalimantan Tengah,2015,2495000.0,89.25,77.87,71.49,67.67,7.59,8.43,12.41,12.05,7326750.0,14198260.0,64.89,72.7,0.3326,0.6674,0.2667,0.7333000000000001,0.1826,0.8174,0.4507,0.5493
174,Kalimantan Tengah,2016,2550200.0,89.07,78.23,71.49,67.68,7.73,8.49,12.42,12.24,7488000.0,14706000.0,65.3,73.31,0.3326,0.6674,0.2667,0.7333000000000001,0.1025,0.8975,0.46619999999999995,0.5338
175,Kalimantan Tengah,2017,2605300.0,88.91,79.36,71.5,67.69,7.91,8.62,12.48,12.44,7597000.0,15094000.0,65.74,73.94,0.33390000000000003,0.6660999999999999,0.2889,0.7111000000000001,0.1653,0.8347,0.4299,0.5701
176,Kalimantan Tengah,2018,2660200.0,89.13,77.03,71.55,67.74,8.0,8.7,12.64,12.46,7857000.0,15776000.0,66.39,74.49,0.33390000000000003,0.6660999999999999,0.2444,0.7556,0.2208,0.7792,0.4424,0.5576
177,Kalimantan Tengah,2019,2714900.0,89.09,83.2,71.6,67.79,8.16,8.83,12.65,12.57,8050000.0,16238000.0,66.87,75.06,0.33399999999999996,0.666,0.3556,0.6444,0.2903,0.7097,0.4535,0.5465
178,Kalimantan Tengah,2020,2669970.0,89.03,82.41,71.66,67.84,8.25,8.89,12.66,12.67,8000000.0,16108000.0,66.95,75.2,0.33630000000000004,0.6637,0.3333,0.6667000000000001,0.2969,0.7031000000000001,0.4612,0.5388
179,Kalimantan Tengah,2021,2702170.0,88.79,82.08,71.72,67.89,8.29,8.96,12.67,12.85,8019000.0,16147000.0,67.06,75.53,0.3348,0.6652,0.3333,0.6667000000000001,0.26780000000000004,0.7322,0.4736,0.5264
180,Kalimantan Timur,2010,3553100.0,83.0,60.05,74.84,71.03,7.99,9.07,12.01,11.75,5562440.0,16361260.0,63.18,76.12,0.20579999999999998,0.7942,0.2,0.8,,,0.37560000000000004,0.6244
181,Kalimantan Timur,2011,3673900.0,83.18,61.29,75.05,71.25,8.21,9.3,12.32,12.05,5650580.0,16547020.0,64.01,76.96,0.2089,0.7911,0.2,0.8,,,0.4065,0.5935
182,Kalimantan Timur,2012,3772200.0,84.33,61.84,75.27,71.46,8.31,9.5,12.63,12.34,6159670.0,16734900.000000002,65.58,77.76,0.21100000000000002,0.7889999999999999,0.2,0.8,,,0.3917,0.6083000000000001
183,Kalimantan Timur,2013,3870800.0,84.69,63.12,75.46,71.68,8.42,9.52,13.01,12.71,6283500.0,16918550.0,66.39,78.39,0.2141,0.7859,0.2,0.8,,,0.4314,0.5686
184,Kalimantan Timur,2014,3969600.0,84.75,53.74,75.56,71.79,8.48,9.53,13.23,13.12,6407810.0,17074220.0,66.94,78.99,0.2173,0.7827,0.0909,0.9091,,,0.413,0.587
185,Kalimantan Timur,2015,3426600.0,85.07,55.96,75.59,71.82,8.68,9.57,13.29,13.13,6501610.0,17420170.0,67.41,79.24,0.2254,0.7746,0.1091,0.8909,0.1668,0.8331999999999999,0.424,0.5760000000000001
186,Kalimantan Timur,2016,3501200.0,85.6,56.93,75.59,71.85,8.82,9.61,13.53,13.2,6618000.0,17549000.0,68.02,79.46,0.23,0.77,0.1091,0.8909,0.2339,0.7661,0.4403,0.5597
187,Kalimantan Timur,2017,3575400.0,85.62,56.64,75.61,71.87,8.93,9.75,13.67,13.42,6751000.0,17830000.0,68.52,80.03,0.2343,0.7657,0.1091,0.8909,0.2335,0.7665,0.3936,0.6064
188,Kalimantan Timur,2018,3648800.0,85.63,57.53,75.87,72.13,9.06,9.86,13.68,13.67,6994000.0,18342000.0,69.21,80.82,0.2364,0.7636000000000001,0.1091,0.8909,0.24600000000000002,0.754,0.4168,0.5831999999999999
189,Kalimantan Timur,2019,3721400.0,85.98,65.65,76.13,72.41,9.25,10.11,13.86,13.68,7255000.0,18937000.0,70.14,81.58,0.24059999999999998,0.7594000000000001,0.1818,0.8182,0.2194,0.7806,0.4412,0.5588
190,Kalimantan Timur,2020,3766040.0,85.7,65.54,76.21,72.54,9.27,10.22,13.87,13.71,6943000.0,17958000.0,69.69,81.32,0.24170000000000003,0.7583,0.1818,0.8182,0.30519999999999997,0.6948000000000001,0.4586,0.5414
191,Kalimantan Timur,2021,3808240.0,85.95,66.64,76.51,72.79,9.42,10.23,13.88,13.8,7161000.0,18560000.0,70.36,81.86,0.24050000000000002,0.7595,0.20370000000000002,0.7963,0.3038,0.6961999999999999,0.4537,0.5463
192,Kalimantan Utara,2010,,,,,,,,,,,,,,,,,,,,,
193,Kalimantan Utara,2011,,,,,,,,,,,,,,,,,,,,,
194,Kalimantan Utara,2012,,,,,,7.62,,,,,,,,,,,,,,,
195,Kalimantan Utara,2013,,85.63,,73.88,70.06,8.0,8.62,12.48,12.18,3475750.0,11335270.0,62.08,72.5,0.2504,0.7496,,,,,0.3627,0.6373
196,Kalimantan Utara,2014,,85.67,66.52,73.98,70.17,8.24,9.11,12.64,12.45,4070880.0,11391640.0,63.0,73.54,0.2541,0.7459,0.2,0.8,,,0.3859,0.6141
197,Kalimantan Utara,2015,641900.0,85.68,67.31,74.28,70.47,8.25,9.12,12.65,12.46,4092050.0,11657740.0,63.27,73.84,0.2541,0.7459,0.2,0.8,0.1351,0.8649,0.397,0.603
198,Kalimantan Utara,2016,666300.0,86.34,63.52,74.3,70.49,8.43,9.14,12.7,12.47,,,63.82,73.92,0.25429999999999997,0.7457,0.1429,0.8571,0.1841,0.8159,0.4875,0.5125
199,Kalimantan Utara,2017,691100.0,85.96,61.09,74.34,70.5,8.44,9.27,12.77,12.81,5528000.0,12380000.0,64.14,74.62,0.2588,0.7412000000000001,0.1143,0.8857,0.13449999999999998,0.8655,0.4482,0.5518000000000001
200,Kalimantan Utara,2018,716400.0,86.74,69.53,74.37,70.52,8.69,9.52,13.22,12.82,5725000.0,12786000.0,65.29,75.27,0.2616,0.7384,0.2,0.8,0.1916,0.8084,0.4436,0.5564
201,Kalimantan Utara,2019,742200.0,87.0,61.48,74.4,70.57,8.76,9.59,13.24,12.83,5990000.0,13348000.0,65.96,75.82,0.2633,0.7367,0.1143,0.8857,0.2108,0.7892,0.4179,0.5821000000000001
202,Kalimantan Utara,2020,701810.0,86.67,64.31,74.44,70.63,8.82,9.65,13.25,12.93,5665000.0,12541000.0,65.36,75.41,0.2658,0.7342,0.1429,0.8571,0.2627,0.7373000000000001,0.4217,0.5783
203,Kalimantan Utara,2021,713620.0,87.3,61.7,74.48,70.69,8.93,9.76,13.26,12.94,5989000.0,12859000.0,66.2,75.83,0.2692,0.7308,0.1143,0.8857,0.29309999999999997,0.7069000000000001,0.4291,0.5709
204,Kepulauan Riau,2010,1679200.0,92.05,56.7,70.39,66.54,9.11,9.65,11.91,11.15,9864210.0,17792170.0,68.82,74.77,0.2561,0.7439,0.1333,0.8667,,,0.37270000000000003,0.6273
205,Kepulauan Riau,2011,1748800.0,92.11,60.62,70.59,66.76,9.13,9.76,11.97,11.57,10490880.0,18009960.0,69.62,75.58,0.26649999999999996,0.7335,0.15560000000000002,0.8444,,,0.3992,0.6008
206,Kepulauan Riau,2012,1805100.0,92.23,59.32,70.81,66.98,9.23,9.77,12.03,11.76,10708500.0,18230420.0,70.11,76.02,0.2605,0.7395,0.11960000000000001,0.8804,,,0.4622,0.5378000000000001
207,Kepulauan Riau,2013,1861400.0,92.81,60.79,71.02,67.18,9.34,9.78,12.4,12.12,11157370.0,18453580.0,71.11,76.63,0.2642,0.7358,0.1333,0.8667,,,0.42969999999999997,0.5703
208,Kepulauan Riau,2014,1917400.0,93.2,60.54,71.12,67.28,9.34,9.78,12.66,12.38,11625050.0,18679470.0,71.84,77.08,0.268,0.732,0.1333,0.8667,,,0.3843,0.6157
209,Kepulauan Riau,2015,1973000.0,93.22,62.15,71.38,67.54,9.36,9.86,12.82,12.39,11680870.0,18921210.0,72.19,77.44,0.2712,0.7288,0.1333,0.8667,0.317,0.683,0.46409999999999996,0.5359
